2026-04-17 17:50:50,981 [WARNING] No se pudo cargar robots.txt (Cannot connect to host www.smurfitkappa.com:443 ssl:default [getaddrinfo failed]). Se asume acceso permitido.
2026-04-17 17:50:50,981 [INFO] Iniciando crawl async: https://www.smurfitkappa.com/co | concurrencia=10
2026-04-17 17:50:51,051 [WARNING] [ERROR intento 1/3] https://www.smurfitkappa.com/co: Cannot connect to host www.smurfitkappa.com:443 ssl:default [getaddrinfo failed] → reintentando en 2.0s
2026-04-17 17:50:53,821 [INFO] [OK] https://www.smurfitkappa.com/co | 4,204 chars | 3 chunks
2026-04-17 17:51:25,577 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2022/20-million-euro-investment--in-central-and-eastern-europe | 2,941 chars | 2 chunks
2026-04-17 17:51:25,947 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2022/fundacion-sk-modelo-gobierno-abierto | 5,301 chars | 4 chunks
2026-04-17 17:51:27,215 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2021/la-tecnologia-al-servicio-de-la-experiencia-del-cliente | 3,611 chars | 3 chunks
2026-04-17 17:51:27,307 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2021/new-thermo-laminated-film | 2,355 chars | 2 chunks
2026-04-17 17:51:27,335 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2021/smurfit-kappa-un-aliado-del-sector-constructor-para-el-desarrollo-de-soluciones-sostenibles | 4,604 chars | 4 chunks
2026-04-17 17:51:27,942 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2021/smurfit-kappa-invierte-en-innovacion-y-sostenibilidad-para-el-uso-del-recurso-hidrico-en-barranquilla | 3,756 chars | 3 chunks
2026-04-17 17:51:27,982 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2021/smurfit-kappa-recibe-reconocimiento-gemas-2021 | 2,804 chars | 2 chunks
2026-04-17 17:51:28,000 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2021/consumers-say-sustainable-packaging-influences-their-purchasing-decisions | 5,276 chars | 5 chunks
2026-04-17 17:51:28,036 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2021/premio-civico | 4,794 chars | 4 chunks
2026-04-17 17:51:28,506 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2021/smurfit-kappa-announces-multimillion-mexican-investment | 2,625 chars | 2 chunks
2026-04-17 17:51:28,550 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2021/a-new-sustainable-bag-made-with-recycled-and-renewable-materials | 2,968 chars | 2 chunks
2026-04-17 17:51:28,576 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2021/launch-of-sustainable-packaging-portfolio-for-online-health-and-beauty-market | 4,162 chars | 4 chunks
2026-04-17 17:51:29,054 [INFO] --- Progreso: 174 páginas scrapeadas | 261 en cola ---
2026-04-17 17:51:29,893 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2020/smurfit-kappa-raises-climate-change-ambition-by-targeting-at-least-net-zero-emissions-by-2050 | 2,419 chars | 2 chunks
2026-04-17 17:51:29,916 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2021/smurfit-kappa-agrees-to-acquire-600k-tonne-recycled-containerboard-mill | 3,552 chars | 3 chunks
2026-04-17 17:51:29,933 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2021/smurfit-kappa-y-artesanias-de-colombia-trabajan-juntos | 4,457 chars | 4 chunks
2026-04-17 17:51:29,960 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2020/smurfit-kappa-recibe-reconocimiento-crecer-2020 | 2,362 chars | 2 chunks
2026-04-17 17:51:30,027 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2020/smurfit-kappa-recibe-reconocimiento-por-su-gestion-ambiental | 2,399 chars | 2 chunks
2026-04-17 17:51:30,051 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2020/smurfit-kappa-apoya-la-reapertura-del-museo-la-tertulia-de-cali | 3,943 chars | 3 chunks
2026-04-17 17:51:30,092 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2020/consumer-demand-for-bag-in-box-wine-surges-during-pandemic | 3,058 chars | 3 chunks
2026-04-17 17:51:30,113 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2020/smurfit-kappas-strength-in-innovative-design-leads-to-award-success-in-brazil | 2,921 chars | 3 chunks
2026-04-17 17:51:30,140 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2020/premio-civico-yumbo | 3,802 chars | 3 chunks
2026-04-17 17:51:30,151 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2020/smurfit-kappa-and-khs-join-forces-to-roll-out-sustainable-topclip-solution | 3,582 chars | 3 chunks
2026-04-17 17:51:30,707 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2020/sk-avanza-en-el-desarrollo-de-soluciones-de-empaque-sostenibles-de-rosas-colombianas | 3,290 chars | 3 chunks
2026-04-17 17:51:30,913 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2020/la-fundacion-smurfit-kappa-colombia-crea-alianzas-que-materializan-suenos | 2,858 chars | 3 chunks
2026-04-17 17:51:31,011 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2020/informacion-de-interes-webinar-ecommerce | 3,139 chars | 3 chunks
2026-04-17 17:51:31,210 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2020/consumers-making-a-fashion-statement-when-it-comes-to-sustainability | 6,204 chars | 5 chunks
2026-04-17 17:51:31,241 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2018/smurfit-kappa-listed-on-ethibel-sustainability-index-for-5th-consecutive-year | 1,703 chars | 2 chunks
2026-04-17 17:51:31,266 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2018/smurfit-kappas-toppsafe-adds-a-new-sustainability-dimension-to-the-supply-chain | 2,274 chars | 2 chunks
2026-04-17 17:51:31,362 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2018/smurfit-kappa-named-european-supplier-of-the-year-by-3m | 2,177 chars | 2 chunks
2026-04-17 17:51:31,379 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2018/wwf-partnership-colombia | 2,012 chars | 2 chunks
2026-04-17 17:51:31,394 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2018/smurfit-kappa-to-acquire-the-largest-integrated-packaging-business-in-serbia | 3,087 chars | 3 chunks
2026-04-17 17:51:31,413 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2018/smurfit-kappa-receives-top-listing-for-global-csr-activity-for-fifth-consecutive-year | 2,056 chars | 2 chunks
2026-04-17 17:51:31,937 [INFO] --- Progreso: 194 páginas scrapeadas | 245 en cola ---
2026-04-17 17:51:32,451 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2017/smurfit-kappas-circular-business-model-showcased-at-biobase-conference | 2,356 chars | 2 chunks
2026-04-17 17:51:32,707 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2017/smurfit-kappas-performance-packaging-technology-sets-new-industry-standard | 2,477 chars | 2 chunks
2026-04-17 17:51:32,827 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2017/smurfit-kappa-leads-the-way-in-sustainability-with-new-water-milestone | 2,463 chars | 2 chunks
2026-04-17 17:51:32,855 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2018/smurfit-kappa-celebrates-european-paper-bag-day | 2,075 chars | 2 chunks
2026-04-17 17:51:32,881 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2018/smurfit-kappa-launches-new-everyone-inclusion-and-diversity-programme | 2,568 chars | 2 chunks
2026-04-17 17:51:32,930 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2018/smurfit-kappa-celebrates-40-years-of-powering-pitea | 2,205 chars | 2 chunks
2026-04-17 17:51:32,950 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2017/smurfit-kappa-opens-new-bag-in-box-experience-centre-in-france | 1,676 chars | 2 chunks
2026-04-17 17:51:32,965 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2018/smurfit-kappa-showcases-new-shelf-facer-technology-at-successful-shopper-marketing-event | 2,571 chars | 2 chunks
2026-04-17 17:51:32,982 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2018/smurfit-kappa-continues-to-build-on-sustainability-achievements-with-new-set-of-goals | 3,079 chars | 3 chunks
2026-04-17 17:51:32,998 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2018/better-planet-packaging | 1,397 chars | 1 chunks
2026-04-17 17:51:33,253 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2017/smurfit-kappa-inspires-creativity-at-dutch-design-week | 2,352 chars | 2 chunks
2026-04-17 17:51:33,515 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2017/smurfit-kappa-once-again-tastes-the-flavour-of-success-with-award-winning-displays | 2,477 chars | 2 chunks
2026-04-17 17:51:33,616 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2017/smurfit-kappa-and-artez-get-creative-for-dutch-design-week | 2,975 chars | 3 chunks
2026-04-17 17:51:33,705 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2017/smurfit-kappa-showcases-leadership-in-design-and-sustainability-at-innovation-event | 3,078 chars | 3 chunks
2026-04-17 17:51:33,770 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2017/smurfit-kappa-takes-another-step-forward-in-driving-down-emissions | 2,840 chars | 2 chunks
2026-04-17 17:51:33,970 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2017/bag-in-box-wines-growing-in-popularity-as-smurfit-kappa-toasts-40-years | 2,219 chars | 2 chunks
2026-04-17 17:51:34,022 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2017/smurfit-kappa-celebrates-50-years | 2,687 chars | 2 chunks
2026-04-17 17:51:34,085 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2017/smurfit-kappa-invests-62m-in-advanced-and-sustainable-technology-in-the-los-reyes-paper-mill-mexico | 1,663 chars | 2 chunks
2026-04-17 17:51:34,103 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/approach | 2,632 chars | 2 chunks
2026-04-17 17:51:34,120 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/planet | 1,474 chars | 1 chunks
2026-04-17 17:51:34,608 [INFO] --- Progreso: 214 páginas scrapeadas | 225 en cola ---
2026-04-17 17:51:34,700 [INFO] [GUARDADO] Checkpoint 214: 214 páginas | 632 chunks → output/
2026-04-17 17:51:35,422 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/impactful-business | 1,237 chars | 1 chunks
2026-04-17 17:51:35,460 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/approach/awards-and-recognition | 2,352 chars | 2 chunks
2026-04-17 17:51:35,492 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/download-centre | 7,316 chars | 6 chunks
2026-04-17 17:51:35,617 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/reporting | 2,070 chars | 2 chunks
2026-04-17 17:51:35,655 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/approach/our-circular-business | 2,540 chars | 2 chunks
2026-04-17 17:51:35,722 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/approach/journey-to-net-zero | 2,186 chars | 2 chunks
2026-04-17 17:51:35,811 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/approach/stakeholders | 2,900 chars | 3 chunks
2026-04-17 17:51:35,874 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/planet/climate-change | 2,986 chars | 2 chunks
2026-04-17 17:51:35,889 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/planet/forest | 2,773 chars | 2 chunks
2026-04-17 17:51:35,905 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/people | 1,081 chars | 1 chunks
2026-04-17 17:51:36,499 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/planet/waste | 1,974 chars | 2 chunks
2026-04-17 17:51:36,549 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/people/fundacion-smurfit-kappa-colombia | 2,235 chars | 2 chunks
2026-04-17 17:51:36,587 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/impactful-business/governance-and-human-rights | 2,067 chars | 2 chunks
2026-04-17 17:51:36,996 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/impactful-business/chain-of-custody | 1,676 chars | 2 chunks
2026-04-17 17:51:37,035 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/planet/water | 2,558 chars | 2 chunks
2026-04-17 17:51:37,073 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/impactful-business/sustainable-sourcing | 2,114 chars | 2 chunks
2026-04-17 17:51:37,117 [INFO] [OK] https://www.smurfitkappa.com/co/people/employee-engagement | 1,907 chars | 2 chunks
2026-04-17 17:51:37,164 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/impactful-business/innovation | 2,591 chars | 2 chunks
2026-04-17 17:51:37,183 [INFO] [OK] https://www.smurfitkappa.com/co/people/inclusion-diversity-and-equality | 3,643 chars | 3 chunks
2026-04-17 17:51:37,214 [INFO] [OK] https://www.smurfitkappa.com/co/people/talent-development | 5,046 chars | 4 chunks
2026-04-17 17:51:37,732 [INFO] --- Progreso: 234 páginas scrapeadas | 215 en cola ---
2026-04-17 17:51:39,640 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/wardrobe-boxes | 3,236 chars | 3 chunks
2026-04-17 17:51:39,643 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/wraparounds | 3,649 chars | 3 chunks
2026-04-17 17:51:39,735 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/cardboard-boxes-cases | 8,968 chars | 7 chunks
2026-04-17 17:51:39,766 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/pizza-boxes | 3,122 chars | 3 chunks
2026-04-17 17:51:39,791 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/archive-boxes | 4,084 chars | 3 chunks
2026-04-17 17:51:39,867 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/fresh-produce-tray-p84 | 4,427 chars | 4 chunks
2026-04-17 17:51:39,937 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/standard-mailing-boxes | 8,683 chars | 7 chunks
2026-04-17 17:51:40,001 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/trays | 9,132 chars | 7 chunks
2026-04-17 17:51:40,003 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/flower-box | 4,421 chars | 4 chunks
2026-04-17 17:51:40,028 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/retail-ready-packaging-rrp | 5,543 chars | 5 chunks
2026-04-17 17:51:41,350 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/octabins | 3,647 chars | 3 chunks
2026-04-17 17:51:41,410 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/displays/counter-displays | 3,821 chars | 3 chunks
2026-04-17 17:51:42,060 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/pine-a-eucalyptus-seedlings | 3,111 chars | 3 chunks
2026-04-17 17:51:42,133 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/fruit-and-vegetable-boxes-hand-erect | 3,584 chars | 3 chunks
2026-04-17 17:51:42,162 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/fruit-and-vegetable-boxes-machine-erect | 3,516 chars | 3 chunks
2026-04-17 17:51:42,193 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/divisions-corrugated-solidboard | 3,712 chars | 3 chunks
2026-04-17 17:51:42,214 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/edge-protectors | 3,203 chars | 3 chunks
2026-04-17 17:51:42,250 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/containerboard/testliner-3-t3--europe-and-latin-america | 2,405 chars | 2 chunks
2026-04-17 17:51:42,293 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/displays/free-standing-display-units-fsdus | 3,987 chars | 3 chunks
2026-04-17 17:51:42,314 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/fitments-corrugated-a-solidboard | 3,605 chars | 3 chunks
2026-04-17 17:51:42,802 [INFO] --- Progreso: 254 páginas scrapeadas | 226 en cola ---
2026-04-17 17:51:44,194 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability | 2,318 chars | 2 chunks
2026-04-17 17:51:44,301 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/paper-and-board/kraft-paper | 1,959 chars | 2 chunks
2026-04-17 17:51:44,360 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/open-mouth-sacks | 3,668 chars | 3 chunks
2026-04-17 17:51:44,401 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/paper-and-board/conventional-corrugated-sheets | 4,759 chars | 4 chunks
2026-04-17 17:51:44,436 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/valve-sacks | 2,939 chars | 3 chunks
2026-04-17 17:51:44,458 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/crisp-online-supermarket | 1,601 chars | 2 chunks
2026-04-17 17:51:44,484 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/paper-bags--commercial | 2,889 chars | 3 chunks
2026-04-17 17:51:44,577 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/paper-and-board/sack-paper | 2,534 chars | 2 chunks
2026-04-17 17:51:44,597 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/better-planet-packaging | 2,901 chars | 3 chunks
2026-04-17 17:51:44,622 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/paper-bags--industrial | 3,066 chars | 3 chunks
2026-04-17 17:51:45,320 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/mymuesli-success-story | 1,617 chars | 2 chunks
2026-04-17 17:51:45,585 [INFO] [OK] https://www.smurfitkappa.com/co/sectors/beverages/bottle-packaging/single-bottle-packaging | 3,182 chars | 3 chunks
2026-04-17 17:51:45,786 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/esmart | 2,175 chars | 2 chunks
2026-04-17 17:51:45,841 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/rceta-by-rausch | 2,383 chars | 2 chunks
2026-04-17 17:51:45,885 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/mindful-chef | 1,616 chars | 2 chunks
2026-04-17 17:51:45,913 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/better-planet-packaging/eco-friendly-packaging/recyclable-packaging | 2,835 chars | 2 chunks
2026-04-17 17:51:45,955 [INFO] [OK] https://www.smurfitkappa.com/co/sectors/beverages/bottle-packaging/bag-in-box-ecommerce-packaging | 2,199 chars | 2 chunks
2026-04-17 17:51:46,098 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/better-planet-packaging/eco-friendly-packaging/biodegradable-packaging | 1,344 chars | 1 chunks
2026-04-17 17:51:46,178 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/better-planet-packaging/eco-friendly-packaging/renewable-packaging | 2,329 chars | 2 chunks
2026-04-17 17:51:46,212 [INFO] [OK] https://www.smurfitkappa.com/co/sectors/beverages/bottle-packaging/multi-bottle-packaging | 4,280 chars | 4 chunks
2026-04-17 17:51:46,721 [INFO] --- Progreso: 274 páginas scrapeadas | 224 en cola ---
2026-04-17 17:51:47,549 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/crash-lock-boxes | 8,732 chars | 7 chunks
2026-04-17 17:51:47,609 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/book-wraps | 7,040 chars | 6 chunks
2026-04-17 17:51:47,691 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/pizza-style-postal-boxes | 8,858 chars | 7 chunks
2026-04-17 17:51:47,830 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/a-guide-to-frustration-free-packaging | 6,710 chars | 5 chunks
2026-04-17 17:51:48,141 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/letterbox-sized-packs-and-mailers | 7,282 chars | 6 chunks
2026-04-17 17:51:48,166 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/hexagon-packaging-boxes | 5,083 chars | 4 chunks
2026-04-17 17:51:48,220 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/multi-depth-adjustable-size-boxes | 5,207 chars | 4 chunks
2026-04-17 17:51:48,274 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/postal-packs | 8,788 chars | 7 chunks
2026-04-17 17:51:48,292 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/mono-material-retention-packs | 7,173 chars | 6 chunks
2026-04-17 17:51:48,316 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/returnable-postal-boxes | 7,780 chars | 7 chunks
2026-04-17 17:51:48,653 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/thermal-packaging | 3,773 chars | 3 chunks
2026-04-17 17:51:48,790 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/custom-printed-packaging | 7,784 chars | 6 chunks
2026-04-17 17:51:48,926 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/butcher-base | 1,773 chars | 2 chunks
2026-04-17 17:51:48,953 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/corrugated-packaging | 7,567 chars | 6 chunks
2026-04-17 17:51:49,731 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/vintimtim | 1,666 chars | 2 chunks
2026-04-17 17:51:49,817 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/house-of-botanique | 1,759 chars | 2 chunks
2026-04-17 17:51:49,836 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/edrington | 3,204 chars | 3 chunks
2026-04-17 17:51:49,876 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/cotton-blue | 1,613 chars | 2 chunks
2026-04-17 17:51:49,906 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/sportano | 2,196 chars | 2 chunks
2026-04-17 17:51:49,924 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/asetek | 1,622 chars | 2 chunks
